,date,headline,story
311," Mar 29, 2018 ", Xi Has a New Signup for China’s Pollution Fight: Walmart , increasingly important to Walmart as it slashes prices in its U.S. stores to ward off competition from Amazon.com Inc.The retailer believes its goals are in line with Beijing’s priorities. “There’s definitely... 
312," Mar 28, 2018 ", No Holiday Cheer for Saks Owner Unable to End Sales Slide ," customers, who are increasingly turning away from department stores in favor of online retailers like Amazon.com Inc. The Toronto-based company, which is also facing a restless activist investor, agreed... "
313," Mar 28, 2018 ", Montreal's Tallest Residential Tower to Rise Near National Bank ," good ear to what the market is looking for so we’ve adapted our mix.”Developers are racing to Amazon-proof their businesses by reducing mall exposure and turning to a mix of retail, condos and offices... "
314," Mar 27, 2018 ", Billionaire Whisperers and Turning Sour on Siri ," Billionaire Whisperer Who United Bezos, Buffett and Dimon (Bloomberg)Amazon: The Making of a Giant (Wall Street Journal); see also How Amazon Became Corporate America’s Nightmare (Bloomberg)What Exactly... "
315," Mar 29, 2018 ", Elon Musk Might Control Tesla ," takeovers beyond $1.2tn. Facebook Could Be Fined Millions for Violating Consent Deal. Trump Renews Amazon Criticism After Aide Denies Policy Changes. ""It's been explained to him in multiple meetings... "
316," Mar 29, 2018 ", Spring Is Coming for IPOs ," able to go through their growing pains without the scrutiny of public investors, unlike Apple, Amazon, and Google (now Alphabet), whose IPOs all came within six years of their founding.Last year... "
317," Mar 29, 2018 ", Uber Isolated by Partners and Competitors in Aftermath of Crash , hasn’t disclosed the size of it. Toyota is also working with Uber and other partners including Amazon.com Inc. to develop fleets of self-driving delivery vans scheduled to debut in 2020.“This is... 
318," Mar 26, 2018 ", GE Is Now Smaller Than Netflix ,"  The gap between them closed Friday at $17.1 billion. The rest of the FANG -- Facebook Inc., Amazon.com Inc. and Google’s owner, Alphabet Inc. -- ended last week with market values at least four... "
319," Mar 28, 2018 ", This AI Software Aims to Do 90 Percent of HR’s Recruiting Work ," DevelopmentVera, named after Sveshnikov’s mother, combines speech recognition technologies from Google, Amazon.com, Microsoft, and Russia’s Yandex. Programmers fed 13 billion examples of syntax and speech... "
320," Mar 28, 2018 ", Walgreens Earnings: Standing Pat Is No Long-Term Plan , stores are being punished.But its retail business is under growing pressure on many fronts. Take Amazon.com Inc.'s decision in August to launch its own over-the-counter drug line. And the Albertsons... 
321," Mar 27, 2018 "," Google Buys Tenor, a GIF Search Tool That Advertisers Love "," acquired Edwards’ startup Undecidable Labs, which focused on turning online searches into purchases.Amazon.com Inc. and Pinterest Inc. have successfully pitched advertisers on the appeal of online images... "
322," Mar 28, 2018 ", Five Things You Need to Know to Start Your Day ," as well.Tech-Stock DramaTechnology stocks remained front and center during the U.S. session. Amazon.com came into focus, stealing the limelight from Facebook after Axios reported that U.S. President... "
323," Mar 27, 2018 ", China Tech Stocks Might Be Resilient in U.S.-Led Swoon ," price-earnings ratios far below those of U.S. firms. In the consumer discretionary groups, which contain Amazon.com Inc. and Alibaba Group Holdings Ltd. respectively, the Chinese companies are pricier.The... "
324," Mar 26, 2018 ", Bloomberg Markets: FTC Investigating Facebook ," value."" Katherine Chiglinsky U.S. Finance Reporter Bloomberg News Discussing JPMorgan bringing Amazon’s Alexa to Wall Street Trading Floors. This is a Bloomberg podcast. To download, watch or listen... "
325," Mar 28, 2018 "," Facebook Fallout Spreads With Product Delay, Privacy Overhaul "," with users’ everyday social lives, using artificial intelligence -- following a path forged by Amazon.com Inc. and its Echo in-home smart speakers. As concerns escalate about Facebook’s collection... "
326," Mar 28, 2018 "," Facebook Fallout Spreads With Product Delay, Privacy Overhaul "," with users’ everyday social lives, using artificial intelligence -- following a path forged by Amazon.com Inc. and its Echo in-home smart speakers. As concerns escalate about Facebook’s collection... "
327," Mar 27, 2018 ", Facebook Delays Home-Speaker Unveil Amid Data Crisis ," with users’ everyday social lives, using artificial intelligence -- following a path forged by Amazon.com Inc. and its Echo in-home smart speakers. As concerns escalate about Facebook’s collection... "
328," Mar 29, 2018 "," The Gender Pay Gap Is Real, Say New Numbers From the U.K. "," gender, was scrapped by the Trump administration last year. Instead, companies such as Facebook, Amazon, Citigroup—and, yes, Microsoft—have come forward with pay gap figures largely in response to... "
329," Mar 27, 2018 ", Apollo Is Considering IPO of Cloud-Hosting Firm Rackspace ," help companies and public authorities shift their IT operations to cloud platforms, including Amazon Web Services, Google parent Alphabet Inc. and Microsoft Corp., according to the Rackspace website... "
330," Mar 28, 2018 ", What If Facebook Were Owned By Its Users ," rival social network Twitter Inc.) with far lower favorability ratings than Google, Apple Inc., Amazon.com Inc. and even controversy-plagued Uber Technologies Inc. indicates that those users can sense... "
331," Mar 27, 2018 ", Lululemon Jumps as Growth Quells Fears About Empty CEO Suite ," unprofessionally, has threatened to distract from these efforts. With competition fiercer than ever -- Amazon.com Inc. and Nike Inc. are increasingly targeting Lululemon’s market niche -- maintaining focus... "
332," Mar 27, 2018 ", Saudi Prince to Push for Technology Deals on U.S. Tour ," oil-dependent economy.On Friday, Saudi Arabia’s de facto ruler will be in Seattle, with plans to meet Amazon.com Inc. Chief Executive Officer Jeff Bezos and Microsoft Corp. CEO Satya Nadella, as well as... "
333," Mar 28, 2018 ", A Big Chunk of Israel's Tech Scene is Actually Based in New York ," California.Israelis bent on starting e-commerce companies don’t have much of a market at home; even Amazon.com Inc. doesn’t have much of a presence. As a result, retailers in Israel have little incentive... "
334," Mar 27, 2018 ", FANG Stocks Tumble 6% in Unprecedented Selloff ," Inc. led the plunge with a 12 percent decline as all 10 index members retreated. Facebook Inc., Amazon.com Inc., Netflix Inc. and Google’s parent Alphabet Inc. slumped at least 3.8 percent.Many of... "
335," Mar 27, 2018 ", Babies ‘R’ Us Demise Sets Off Scramble for Baby Registries ," capture their registries -- a potentially lucrative prize. Buy Buy Baby Inc., Target Corp. and Amazon.com Inc. stand to benefit from the shake-up.“All of those are going to really gain,” said Natalie... "
336," Mar 27, 2018 ", Huawei Unveils Its iPhone X Challenger ," Still, Huawei has been able to sell phones in the U.S. through direct sales channels such as Amazon. But that too may be short lived: Best Buy Co., the largest electronics chain in the U.S., has... "
337," Mar 26, 2018 ", Foxconn's Life After Apple Depends on a Bit of Nostalgia ," continued growth ahead of it. Apple's smart-home strategy centers on its Homekit platform, while Amazon.com Inc. is finding momentum with Alexa and Alphabet Inc. is making attempts to leverage Google... "
338," Mar 27, 2018 ", Tech Angst Is Showing Up in Swiss Market for Obscure Bonds ," note allowing investors to bet against four of the world’s biggest tech stocks: Alphabet Inc., Amazon.com Inc., Facebook Inc. and Netflix Inc. The notes pay a coupon of as much as 17.4 percent and... "
339," Mar 27, 2018 ", Companies Seek Ways to Hold On to Customer Data Under New EU Privacy Law ," advertisements that brands push through the app. The points can be cashed in at merchants such as Amazon, Apple, and Netflix. “We don’t want to hide the monetary value of people’s data,” Oliver says... "
340," Mar 27, 2018 ", Companies Seek Ways to Hold On to Customer Data Under New EU Privacy Law ," advertisements that brands push through the app. The points can be cashed in at merchants such as Amazon, Apple, and Netflix. “We don’t want to hide the monetary value of people’s data,” Oliver says... "
341," Mar 23, 2018 ", Target-Kroger Merger: Both Have Needs But Don't Need Each Other , One retailer under pressure from Amazon plus a grocery store under pressure from Amazon does not equal a solution.Shares of Target Corp. and Kroger Co. jumped on Friday morning amid speculation... 
342," Mar 22, 2018 ", Amazon Is Looking for Larger Whole Foods Stores to Support Delivery Plans ," person briefed on the plans. Amazon is seeking more retail space that can accommodate grocery aisles and storage for the most popular items purchased from Amazon’s website, like consumer electronics... "
343," Mar 26, 2018 ", Tesla's Cash Crunch: Charts ," has been lacking in formulating a plan for adapting to the e-commerce grocery push heralded by Amazon.com Inc.'s takeover of Whole Foods Market Inc. As for Target, it's been making strides in digital... "
344," Mar 27, 2018 ", Wall Street Private Equity Firms Are Bad for Jobs ," predict the future. Back when the Toys ‘R’ Us and Claire’s LBO deals were done about 10 years ago, Amazon.com’s sales were a tiny fraction of what they were now and it wasn’t seen as a threat. Keep in... "
345," Mar 27, 2018 ", Brookfield’s $15 Billion Deal for GGP Is Bad News for the American Mall ," relevant as brick-and-mortar retailers shut down stores at a record pace, hammered by the rise of Amazon.com Inc. and other online retailers. Brookfield’s deal for GGP follows an agreement in December... "
346," Mar 27, 2018 ", Capricorn Hedge Funds Boost Bets on South African Firms ," of turning them around. The same dynamic is playing out in the media space. With Netflix and Amazon Prime providing better quality video on your own schedule, traditional television channels and... "
347," Mar 26, 2018 ", Spielberg's ‘Ready Player One’ Lends VR Timely Marketing Boost ," helped revive Etch-A-Sketch.While the immediate future for VR may be brighter, Apple Inc. and Amazon.com Inc. are betting that the technology eventually will be supplanted by augmented reality,... "
348," Mar 26, 2018 ", AT&T Judge Rips Lawyers After Key Witness Sees Transcripts , would benefit consumers by allowing the resulting company to adapt and take on Netflix Inc. and Amazon.com Inc. with additional products.The government hasn’t divulged a schedule for the remaining... 
